State,Year,Type,GEO.id2,GEO.display_label,Households,Poverty Households,ALICE Households,Above ALICE Households,Source: American Community Survey 
Ohio,2022,Sub_County,3906115000,"Cincinnati city, Hamilton County, Ohio",141033,32594,41288,67151,5-Year
Ohio,2022,Sub_County,3906116616,"Colerain township, Hamilton County, Ohio",23189,1783,6531,14875,5-Year
Ohio,2022,Sub_County,3906116882,"Columbia township, Hamilton County, Ohio",1913,456,490,967,5-Year
Ohio,2022,Sub_County,3906119470,"Crosby township, Hamilton County, Ohio",2168,62,218,1888,5-Year
Ohio,2022,Sub_County,3906121266,"Deer Park city, Hamilton County, Ohio",2590,255,572,1763,5-Year
Ohio,2022,Sub_County,3906121504,"Delhi township, Hamilton County, Ohio",10711,805,2489,7417,5-Year
Ohio,2022,Sub_County,3906125186,"Elmwood Place village, Hamilton County, Ohio",770,192,315,263,5-Year
Ohio,2022,Sub_County,3906125802,"Evendale village, Hamilton County, Ohio",947,18,70,859,5-Year
Ohio,2022,Sub_County,3906125942,"Fairfax village, Hamilton County, Ohio",733,36,211,486,5-Year
Ohio,2022,Sub_County,3906127706,"Forest Park city, Hamilton County, Ohio",7828,670,2464,4694,5-Year
Ohio,2022,Sub_County,3906130380,"Glendale village, Hamilton County, Ohio",926,113,66,747,5-Year
Ohio,2022,Sub_County,3906130786,"Golf Manor village, Hamilton County, Ohio",1699,315,625,759,5-Year
Ohio,2022,Sub_County,3906131752,"Green township, Hamilton County, Ohio",23896,1417,5163,17316,5-Year
Ohio,2022,Sub_County,3906132158,"Greenhills village, Hamilton County, Ohio",1491,139,379,973,5-Year
Ohio,2022,Sub_County,3906133852,"Harrison township, Hamilton County, Ohio",5741,356,1372,4013,5-Year
Ohio,2022,Sub_County,3906143722,"Lincoln Heights village, Hamilton County, Ohio",1221,691,199,331,5-Year
Ohio,2022,Sub_County,3906144366,"Lockland village, Hamilton County, Ohio",1499,375,457,667,5-Year
Ohio,2022,Sub_County,3906145108,"Loveland city, Hamilton County, Ohio",3737,418,824,2495,5-Year
Ohio,2022,Sub_County,3906146312,"Madeira city, Hamilton County, Ohio",3324,57,257,3010,5-Year
Ohio,2022,Sub_County,3906147600,"Mariemont village, Hamilton County, Ohio",1410,40,205,1165,5-Year
Ohio,2022,Sub_County,3906149364,"Miami township, Hamilton County, Ohio",5681,245,1074,4362,5-Year
Ohio,2022,Sub_County,3906151716,"Montgomery city, Hamilton County, Ohio",4029,50,437,3542,5-Year
Ohio,2022,Sub_County,3906152752,"Mount Healthy city, Hamilton County, Ohio",2985,469,1171,1345,5-Year
Ohio,2022,Sub_County,3906155678,"Newtown village, Hamilton County, Ohio",1129,64,141,924,5-Year
Ohio,2022,Sub_County,3906156322,"North College Hill city, Hamilton County, Ohio",3753,721,1196,1836,5-Year
Ohio,2022,Sub_County,3906157386,"Norwood city, Hamilton County, Ohio",8638,1434,2618,4586,5-Year
Ohio,2022,Sub_County,3906165732,"Reading city, Hamilton County, Ohio",4920,665,1326,2929,5-Year
Ohio,2022,Sub_County,3906169470,"St. Bernard village, Hamilton County, Ohio",1773,205,451,1117,5-Year
Ohio,2022,Sub_County,3906171892,"Sharonville city, Hamilton County, Ohio",5825,523,1690,3612,5-Year
Ohio,2022,Sub_County,3906172522,"Silverton village, Hamilton County, Ohio",2425,534,675,1216,5-Year
Ohio,2022,Sub_County,3906174104,"Springdale city, Hamilton County, Ohio",4138,529,1004,2605,5-Year
Ohio,2022,Sub_County,3906174121,"Springfield township, Hamilton County, Ohio",14333,1780,3566,8987,5-Year
Ohio,2022,Sub_County,3906175973,"Sycamore township, Hamilton County, Ohio",8450,472,1971,6007,5-Year
Ohio,2022,Sub_County,3906176028,"Symmes township, Hamilton County, Ohio",5582,210,581,4791,5-Year
Ohio,2022,Sub_County,3906176428,"Terrace Park village, Hamilton County, Ohio",690,5,62,623,5-Year
Ohio,2022,Sub_County,3906176582,"The Village of Indian Hill city, Hamilton County, Ohio",2421,35,131,2255,5-Year
Ohio,2022,Sub_County,3906184938,"Whitewater township, Hamilton County, Ohio",2597,348,894,1355,5-Year
Ohio,2022,Sub_County,3906186366,"Woodlawn village, Hamilton County, Ohio",1758,197,543,1018,5-Year
Ohio,2022,Sub_County,3906186730,"Wyoming city, Hamilton County, Ohio",3074,60,311,2703,5-Year
Ohio,2022,Sub_County,3906301308,"Allen township, Hancock County, Ohio",986,82,98,806,5-Year
Ohio,2022,Sub_County,3906301644,"Amanda township, Hancock County, Ohio",369,26,93,250,5-Year
Ohio,2022,Sub_County,3906302400,"Arlington village, Hancock County, Ohio",569,42,103,424,5-Year
Ohio,2022,Sub_County,3906306362,"Biglick township, Hancock County, Ohio",433,27,23,383,5-Year
Ohio,2022,Sub_County,3906306838,"Blanchard township, Hancock County, Ohio",491,15,174,302,5-Year
Ohio,2022,Sub_County,3906312392,"Cass township, Hancock County, Ohio",536,84,59,393,5-Year
Ohio,2022,Sub_County,3906321462,"Delaware township, Hancock County, Ohio",529,19,55,455,5-Year
Ohio,2022,Sub_County,3906323086,"Eagle township, Hancock County, Ohio",515,40,126,349,5-Year
Ohio,2022,Sub_County,3906327048,"Findlay city, Hancock County, Ohio",17747,2390,5501,9856,5-Year
Ohio,2022,Sub_County,3906337800,"Jackson township, Hancock County, Ohio",260,7,0,253,5-Year
Ohio,2022,Sub_County,3906343148,"Liberty township, Hancock County, Ohio",2728,61,411,2256,5-Year
Ohio,2022,Sub_County,3906346438,"Madison township, Hancock County, Ohio",515,10,215,290,5-Year
Ohio,2022,Sub_County,3906347698,"Marion township, Hancock County, Ohio",1129,35,219,875,5-Year
Ohio,2022,Sub_County,3906358632,"Orange township, Hancock County, Ohio",541,59,116,366,5-Year
Ohio,2022,Sub_County,3906363268,"Pleasant township, Hancock County, Ohio",870,28,232,610,5-Year
Ohio,2022,Sub_County,3906364066,"Portage township, Hancock County, Ohio",242,0,119,123,5-Year
Ohio,2022,Sub_County,3906378330,"Union township, Hancock County, Ohio",681,29,121,531,5-Year
Ohio,2022,Sub_County,3906379408,"Van Buren township, Hancock County, Ohio",386,11,86,289,5-Year
Ohio,2022,Sub_County,3906381284,"Washington township, Hancock County, Ohio",1816,252,449,1115,5-Year
Ohio,2022,Sub_County,3906506866,"Blanchard township, Hardin County, Ohio",627,92,203,332,5-Year
Ohio,2022,Sub_County,3906509848,"Buck township, Hardin County, Ohio",872,233,254,385,5-Year
Ohio,2022,Sub_County,3906513316,"Cessna township, Hardin County, Ohio",163,17,59,87,5-Year
Ohio,2022,Sub_County,3906522736,"Dudley township, Hardin County, Ohio",505,47,63,395,5-Year
Ohio,2022,Sub_County,3906531024,"Goshen township, Hardin County, Ohio",220,0,17,203,5-Year
Ohio,2022,Sub_County,3906532837,"Hale township, Hardin County, Ohio",549,33,185,331,5-Year
Ohio,2022,Sub_County,3906537814,"Jackson township, Hardin County, Ohio",909,99,340,470,5-Year
Ohio,2022,Sub_County,3906543162,"Liberty township, Hardin County, Ohio",2278,423,511,1344,5-Year
Ohio,2022,Sub_County,3906545598,"Lynn township, Hardin County, Ohio",177,19,35,123,5-Year
Ohio,2022,Sub_County,3906545920,"McDonald township, Hardin County, Ohio",301,48,82,171,5-Year
Ohio,2022,Sub_County,3906547712,"Marion township, Hardin County, Ohio",871,262,252,357,5-Year
Ohio,2022,Sub_County,3906563282,"Pleasant township, Hardin County, Ohio",3389,525,1153,1711,5-Year
Ohio,2022,Sub_County,3906568784,"Roundhead township, Hardin County, Ohio",275,49,40,186,5-Year
Ohio,2022,Sub_County,3906576198,"Taylor Creek township, Hardin County, Ohio",251,20,50,181,5-Year
Ohio,2022,Sub_County,3906581298,"Washington township, Hardin County, Ohio",253,18,54,181,5-Year
Ohio,2022,Sub_County,3906702764,"Athens township, Harrison County, Ohio",137,21,35,81,5-Year
Ohio,2022,Sub_County,3906710814,"Cadiz township, Harrison County, Ohio",1382,251,501,630,5-Year
Ohio,2022,Sub_County,3906728308,"Franklin township, Harrison County, Ohio",166,0,23,143,5-Year
Ohio,2022,Sub_County,3906728812,"Freeport township, Harrison County, Ohio",326,65,103,158,5-Year
Ohio,2022,Sub_County,3906729890,"German township, Harrison County, Ohio",255,57,33,165,5-Year
Ohio,2022,Sub_County,3906731766,"Green township, Harrison County, Ohio",785,121,290,374,5-Year
Ohio,2022,Sub_County,3906751394,"Monroe township, Harrison County, Ohio",432,117,109,206,5-Year
Ohio,2022,Sub_County,3906751940,"Moorefield township, Harrison County, Ohio",187,34,59,94,5-Year
Ohio,2022,Sub_County,3906756084,"North township, Harrison County, Ohio",628,98,201,329,5-Year
Ohio,2022,Sub_County,3906757456,"Nottingham township, Harrison County, Ohio",108,13,33,62,5-Year
Ohio,2022,Sub_County,3906768994,"Rumley township, Harrison County, Ohio",473,63,119,291,5-Year
Ohio,2022,Sub_County,3906772361,"Short Creek township, Harrison County, Ohio",411,42,158,211,5-Year
Ohio,2022,Sub_County,3906774724,"Stock township, Harrison County, Ohio",175,27,10,138,5-Year
Ohio,2022,Sub_County,3906781312,"Washington township, Harrison County, Ohio",264,24,79,161,5-Year
Ohio,2022,Sub_County,3906904052,"Bartlow township, Henry County, Ohio",871,77,220,574,5-Year
Ohio,2022,Sub_County,3906920016,"Damascus township, Henry County, Ohio",752,38,243,471,5-Year
Ohio,2022,Sub_County,3906927342,"Flatrock township, Henry County, Ohio",564,33,82,449,5-Year
Ohio,2022,Sub_County,3906928700,"Freedom township, Henry County, Ohio",302,17,19,266,5-Year
Ohio,2022,Sub_County,3906933866,"Harrison township, Henry County, Ohio",632,18,121,493,5-Year
Ohio,2022,Sub_County,3906943176,"Liberty township, Henry County, Ohio",981,109,191,681,5-Year
Ohio,2022,Sub_County,3906947726,"Marion township, Henry County, Ohio",532,58,162,312,5-Year
Ohio,2022,Sub_County,3906951408,"Monroe township, Henry County, Ohio",437,17,87,333,5-Year
Ohio,2022,Sub_County,3906953564,"Napoleon township, Henry County, Ohio",3993,464,949,2580,5-Year
Ohio,2022,Sub_County,3906963296,"Pleasant township, Henry County, Ohio",872,57,267,548,5-Year
Ohio,2022,Sub_County,3906967062,"Ridgeville township, Henry County, Ohio",390,55,111,224,5-Year
Ohio,2022,Sub_County,3906981326,"Washington township, Henry County, Ohio",758,46,141,571,5-Year
Ohio,2022,Sub_County,3907109736,"Brushcreek township, Highland County, Ohio",373,9,126,238,5-Year
Ohio,2022,Sub_County,3907115476,"Clay township, Highland County, Ohio",563,51,174,338,5-Year
Ohio,2022,Sub_County,3907118168,"Concord township, Highland County, Ohio",502,134,111,257,5-Year
Ohio,2022,Sub_County,3907122204,"Dodson township, Highland County, Ohio",1031,110,335,586,5-Year
Ohio,2022,Sub_County,3907126026,"Fairfield township, Highland County, Ohio",1459,117,293,1049,5-Year
Ohio,2022,Sub_County,3907132970,"Hamer township, Highland County, Ohio",264,22,91,151,5-Year
Ohio,2022,Sub_County,3907137828,"Jackson township, Highland County, Ohio",434,90,25,319,5-Year
Ohio,2022,Sub_County,3907143190,"Liberty township, Highland County, Ohio",4131,776,1113,2242,5-Year
Ohio,2022,Sub_County,3907146452,"Madison township, Highland County, Ohio",2509,520,676,1313,5-Year
Ohio,2022,Sub_County,3907148034,"Marshall township, Highland County, Ohio",431,53,171,207,5-Year
Ohio,2022,Sub_County,3907155048,"New Market township, Highland County, Ohio",832,113,197,522,5-Year
Ohio,2022,Sub_County,3907159500,"Paint township, Highland County, Ohio",1634,292,448,894,5-Year
Ohio,2022,Sub_County,3907161588,"Penn township, Highland County, Ohio",673,3,92,578,5-Year
Ohio,2022,Sub_County,3907169862,"Salem township, Highland County, Ohio",215,41,81,93,5-Year
Ohio,2022,Sub_County,3907178344,"Union township, Highland County, Ohio",699,21,210,468,5-Year
Ohio,2022,Sub_County,3907181340,"Washington township, Highland County, Ohio",490,191,78,221,5-Year
Ohio,2022,Sub_County,3907184826,"Whiteoak township, Highland County, Ohio",448,47,82,319,5-Year
Ohio,2022,Sub_County,3907305578,"Benton township, Hocking County, Ohio",352,15,74,263,5-Year
Ohio,2022,Sub_County,3907326488,"Falls township, Hocking County, Ohio",4750,805,1351,2594,5-Year
Ohio,2022,Sub_County,3907330842,"Good Hope township, Hocking County, Ohio",507,43,106,358,5-Year
Ohio,2022,Sub_County,3907331780,"Green township, Hocking County, Ohio",1237,135,308,794,5-Year
Ohio,2022,Sub_County,3907342056,"Laurel township, Hocking County, Ohio",406,8,107,291,5-Year
Ohio,2022,Sub_County,3907347740,"Marion township, Hocking County, Ohio",1012,96,164,752,5-Year
Ohio,2022,Sub_County,3907361868,"Perry township, Hocking County, Ohio",1102,266,300,536,5-Year
Ohio,2022,Sub_County,3907370142,"Salt Creek township, Hocking County, Ohio",374,36,172,166,5-Year
Ohio,2022,Sub_County,3907374405,"Starr township, Hocking County, Ohio",587,120,147,320,5-Year
Ohio,2022,Sub_County,3907380780,"Ward township, Hocking County, Ohio",466,88,121,257,5-Year
Ohio,2022,Sub_County,3907381354,"Washington township, Hocking County, Ohio",486,33,84,369,5-Year
Ohio,2022,Sub_County,3907505830,"Berlin township, Holmes County, Ohio",1253,111,304,838,5-Year
Ohio,2022,Sub_County,3907515280,"Clark township, Holmes County, Ohio",1109,76,418,615,5-Year
Ohio,2022,Sub_County,3907533460,"Hardy township, Holmes County, Ohio",2301,229,937,1135,5-Year
Ohio,2022,Sub_County,3907540194,"Killbuck township, Holmes County, Ohio",832,153,265,414,5-Year
Ohio,2022,Sub_County,3907540852,"Knox township, Holmes County, Ohio",427,41,162,224,5-Year
Ohio,2022,Sub_County,3907548692,"Mechanic township, Holmes County, Ohio",954,74,152,728,5-Year
Ohio,2022,Sub_County,3907551422,"Monroe township, Holmes County, Ohio",619,11,228,380,5-Year
Ohio,2022,Sub_County,3907559514,"Paint township, Holmes County, Ohio",1040,71,264,705,5-Year
Ohio,2022,Sub_County,3907564584,"Prairie township, Holmes County, Ohio",831,46,323,462,5-Year
Ohio,2022,Sub_County,3907566712,"Richland township, Holmes County, Ohio",404,51,194,159,5-Year
Ohio,2022,Sub_County,3907567286,"Ripley township, Holmes County, Ohio",811,131,275,405,5-Year
Ohio,2022,Sub_County,3907570156,"Salt Creek township, Holmes County, Ohio",1175,180,278,717,5-Year
Ohio,2022,Sub_County,3907580626,"Walnut Creek township, Holmes County, Ohio",992,46,279,667,5-Year
Ohio,2022,Sub_County,3907581368,"Washington township, Holmes County, Ohio",566,14,155,397,5-Year
Ohio,2022,Sub_County,3907705228,"Bellevue city, Huron County, Ohio",1520,226,473,821,5-Year
Ohio,2022,Sub_County,3907709148,"Bronson township, Huron County, Ohio",632,19,142,471,5-Year
Ohio,2022,Sub_County,3907715364,"Clarksfield township, Huron County, Ohio",636,85,36,515,5-Year
Ohio,2022,Sub_County,3907726040,"Fairfield township, Huron County, Ohio",389,59,60,270,5-Year
Ohio,2022,Sub_County,3907727216,"Fitchville township, Huron County, Ohio",315,21,28,266,5-Year
Ohio,2022,Sub_County,3907732102,"Greenfield township, Huron County, Ohio",500,42,99,359,5-Year
Ohio,2022,Sub_County,3907732368,"Greenwich village, Huron County, Ohio",562,74,147,341,5-Year
Ohio,2022,Sub_County,3907732382,"Greenwich township, Huron County, Ohio",392,36,127,229,5-Year
Ohio,2022,Sub_County,3907734258,"Hartland township, Huron County, Ohio",424,39,108,277,5-Year
Ohio,2022,Sub_County,3907745514,"Lyme township, Huron County, Ohio",351,11,55,285,5-Year
Ohio,2022,Sub_County,3907754712,"New Haven township, Huron County, Ohio",965,111,267,587,5-Year
Ohio,2022,Sub_County,3907754922,"New London township, Huron County, Ohio",1304,175,385,744,5-Year
Ohio,2022,Sub_County,3907757302,"Norwalk city, Huron County, Ohio",7267,1065,2231,3971,5-Year
Ohio,2022,Sub_County,3907757316,"Norwalk township, Huron County, Ohio",1394,76,273,1045,5-Year
Ohio,2022,Sub_County,3907757358,"Norwich township, Huron County, Ohio",306,34,57,215,5-Year
Ohio,2022,Sub_County,3907762246,"Peru township, Huron County, Ohio",380,42,38,300,5-Year
Ohio,2022,Sub_County,3907766810,"Richmond township, Huron County, Ohio",420,23,124,273,5-Year
Ohio,2022,Sub_County,3907767006,"Ridgefield township, Huron County, Ohio",832,42,211,579,5-Year
Ohio,2022,Sub_County,3907767300,"Ripley township, Huron County, Ohio",322,30,39,253,5-Year
Ohio,2022,Sub_County,3907772193,"Sherman township, Huron County, Ohio",203,10,26,167,5-Year
Ohio,2022,Sub_County,3907777158,"Townsend township, Huron County, Ohio",594,48,34,512,5-Year
Ohio,2022,Sub_County,3907780472,"Wakeman township, Huron County, Ohio",963,38,204,721,5-Year
Ohio,2022,Sub_County,3907785232,"Willard city, Huron County, Ohio",2425,414,714,1297,5-Year
Ohio,2022,Sub_County,3907907090,"Bloomfield township, Jackson County, Ohio",366,40,96,230,5-Year
Ohio,2022,Sub_County,3907916336,"Coal township, Jackson County, Ohio",893,225,247,421,5-Year
Ohio,2022,Sub_County,3907928322,"Franklin township, Jackson County, Ohio",620,88,129,403,5-Year
Ohio,2022,Sub_County,3907933040,"Hamilton township, Jackson County, Ohio",187,0,85,102,5-Year
Ohio,2022,Sub_County,3907937842,"Jackson city, Jackson County, Ohio",2589,552,659,1378,5-Year
Ohio,2022,Sub_County,3907937856,"Jackson township, Jackson County, Ohio",315,31,88,196,5-Year
Ohio,2022,Sub_County,3907938654,"Jefferson township, Jackson County, Ohio",1331,268,382,681,5-Year
Ohio,2022,Sub_County,3907943204,"Liberty township, Jackson County, Ohio",783,37,141,605,5-Year
Ohio,2022,Sub_County,3907943442,"Lick township, Jackson County, Ohio",1073,222,241,610,5-Year
Ohio,2022,Sub_County,3907946466,"Madison township, Jackson County, Ohio",722,130,188,404,5-Year
Ohio,2022,Sub_County,3907950624,"Milton township, Jackson County, Ohio",229,41,30,158,5-Year
Ohio,2022,Sub_County,3907970856,"Scioto township, Jackson County, Ohio",846,45,280,521,5-Year
Ohio,2022,Sub_County,3907981382,"Washington township, Jackson County, Ohio",288,77,79,132,5-Year
Ohio,2022,Sub_County,3907982712,"Wellston city, Jackson County, Ohio",2211,460,635,1116,5-Year
Ohio,2022,Sub_County,3908109750,"Brush Creek township, Jefferson County, Ohio",155,12,33,110,5-Year
Ohio,2022,Sub_County,3908119484,"Cross Creek township, Jefferson County, Ohio",3296,341,951,2004,5-Year
Ohio,2022,Sub_County,3908137534,"Island Creek township, Jefferson County, Ohio",4193,318,1519,2356,5-Year
Ohio,2022,Sub_County,3908140866,"Knox township, Jefferson County, Ohio",2032,418,678,936,5-Year
Ohio,2022,Sub_County,3908152990,"Mount Pleasant township, Jefferson County, Ohio",888,167,205,516,5-Year
Ohio,2022,Sub_County,3908168644,"Ross township, Jefferson County, Ohio",164,22,40,102,5-Year
Ohio,2022,Sub_County,3908169876,"Salem township, Jefferson County, Ohio",1149,83,197,869,5-Year
Ohio,2022,Sub_County,3908170086,"Saline township, Jefferson County, Ohio",504,119,97,288,5-Year
Ohio,2022,Sub_County,3908172767,"Smithfield township, Jefferson County, Ohio",1288,176,463,649,5-Year
Ohio,2022,Sub_County,3908174122,"Springfield township, Jefferson County, Ohio",844,105,318,421,5-Year
Ohio,2022,Sub_County,3908174608,"Steubenville city, Jefferson County, Ohio",7382,2095,2117,3170,5-Year
Ohio,2022,Sub_County,3908174615,"Steubenville township, Jefferson County, Ohio",1640,400,373,867,5-Year
Ohio,2022,Sub_County,3908180878,"Warren township, Jefferson County, Ohio",1708,263,603,842,5-Year
Ohio,2022,Sub_County,3908182180,"Wayne township, Jefferson County, Ohio",759,98,204,457,5-Year
Ohio,2022,Sub_County,3908182698,"Wells township, Jefferson County, Ohio",971,143,351,477,5-Year
Ohio,2022,Sub_County,3908305844,"Berlin township, Knox County, Ohio",638,32,130,476,5-Year
Ohio,2022,Sub_County,3908309470,"Brown township, Knox County, Ohio",546,74,121,351,5-Year
Ohio,2022,Sub_County,3908310590,"Butler township, Knox County, Ohio",244,33,94,117,5-Year
Ohio,2022,Sub_County,3908315504,"Clay township, Knox County, Ohio",456,96,93,267,5-Year
Ohio,2022,Sub_County,3908316140,"Clinton township, Knox County, Ohio",1324,356,249,719,5-Year
Ohio,2022,Sub_County,3908316686,"College township, Knox County, Ohio",455,36,30,389,5-Year
Ohio,2022,Sub_County,3908328658,"Fredericktown village, Knox County, Ohio",1214,97,391,726,5-Year
Ohio,2022,Sub_County,3908333880,"Harrison township, Knox County, Ohio",320,19,33,268,5-Year
Ohio,2022,Sub_County,3908335462,"Hilliar township, Knox County, Ohio",1432,105,282,1045,5-Year
Ohio,2022,Sub_County,3908336526,"Howard township, Knox County, Ohio",2272,94,562,1616,5-Year
Ohio,2022,Sub_County,3908337870,"Jackson township, Knox County, Ohio",408,51,149,208,5-Year
Ohio,2022,Sub_County,3908338668,"Jefferson township, Knox County, Ohio",223,33,32,158,5-Year
Ohio,2022,Sub_County,3908343218,"Liberty township, Knox County, Ohio",788,58,86,644,5-Year
Ohio,2022,Sub_County,3908349658,"Middlebury township, Knox County, Ohio",397,22,134,241,5-Year
Ohio,2022,Sub_County,3908350204,"Milford township, Knox County, Ohio",613,19,97,497,5-Year
Ohio,2022,Sub_County,3908350330,"Miller township, Knox County, Ohio",430,0,100,330,5-Year
Ohio,2022,Sub_County,3908351436,"Monroe township, Knox County, Ohio",744,102,74,568,5-Year
Ohio,2022,Sub_County,3908352108,"Morgan township, Knox County, Ohio",473,41,156,276,5-Year
Ohio,2022,Sub_County,3908352290,"Morris township, Knox County, Ohio",802,96,93,613,5-Year
Ohio,2022,Sub_County,3908353102,"Mount Vernon city, Knox County, Ohio",7181,1160,2444,3577,5-Year
Ohio,2022,Sub_County,3908362652,"Pike township, Knox County, Ohio",431,20,93,318,5-Year
Ohio,2022,Sub_County,3908363310,"Pleasant township, Knox County, Ohio",520,0,179,341,5-Year
Ohio,2022,Sub_County,3908378358,"Union township, Knox County, Ohio",953,108,272,573,5-Year
Ohio,2022,Sub_County,3908382194,"Wayne township, Knox County, Ohio",253,0,71,182,5-Year
Ohio,2022,Sub_County,3908518196,"Concord township, Lake County, Ohio",7695,279,836,6580,5-Year
Ohio,2022,Sub_County,3908523618,"Eastlake city, Lake County, Ohio",8083,578,2777,4728,5-Year
Ohio,2022,Sub_County,3908540642,"Kirtland city, Lake County, Ohio",2668,146,452,2070,5-Year
Ohio,2022,Sub_County,3908540670,"Kirtland Hills village, Lake County, Ohio",230,13,18,199,5-Year
Ohio,2022,Sub_County,3908541398,"Lakeline village, Lake County, Ohio",100,9,25,66,5-Year
Ohio,2022,Sub_County,3908542812,"Leroy township, Lake County, Ohio",1187,15,122,1050,5-Year
Ohio,2022,Sub_County,3908546494,"Madison township, Lake County, Ohio",7353,562,2227,4564,5-Year
Ohio,2022,Sub_County,3908549056,"Mentor city, Lake County, Ohio",19681,1099,4285,14297,5-Year
Ohio,2022,Sub_County,3908549098,"Mentor-on-the-Lake city, Lake County, Ohio",3581,443,1125,2013,5-Year
Ohio,2022,Sub_County,3908559416,"Painesville city, Lake County, Ohio",7787,1597,2307,3883,5-Year
Ohio,2022,Sub_County,3908559430,"Painesville township, Lake County, Ohio",8805,796,2210,5799,5-Year
Ohio,2022,Sub_County,3908561896,"Perry township, Lake County, Ohio",3236,167,674,2395,5-Year
Ohio,2022,Sub_County,3908576834,"Timberlake village, Lake County, Ohio",275,16,52,207,5-Year
Ohio,2022,Sub_County,3908580402,"Waite Hill village, Lake County, Ohio",240,14,24,202,5-Year
Ohio,2022,Sub_County,3908585036,"Wickliffe city, Lake County, Ohio",5460,375,1268,3817,5-Year
Ohio,2022,Sub_County,3908585484,"Willoughby city, Lake County, Ohio",11520,1056,3145,7319,5-Year
Ohio,2022,Sub_County,3908585512,"Willoughby Hills city, Lake County, Ohio",5176,371,1866,2939,5-Year
Ohio,2022,Sub_County,3908585638,"Willowick city, Lake County, Ohio",6247,325,1721,4201,5-Year
Ohio,2022,Sub_County,3908700562,"Aid township, Lawrence County, Ohio",196,59,43,94,5-Year
Ohio,2022,Sub_County,3908721084,"Decatur township, Lawrence County, Ohio",304,143,35,126,5-Year
Ohio,2022,Sub_County,3908724822,"Elizabeth township, Lawrence County, Ohio",1030,244,304,482,5-Year
Ohio,2022,Sub_County,3908726782,"Fayette township, Lawrence County, Ohio",3423,464,1282,1677,5-Year
Ohio,2022,Sub_County,3908733054,"Hamilton township, Lawrence County, Ohio",564,59,234,271,5-Year
Ohio,2022,Sub_County,3908742154,"Lawrence township, Lawrence County, Ohio",943,274,260,409,5-Year
Ohio,2022,Sub_County,3908748174,"Mason township, Lawrence County, Ohio",347,64,144,139,5-Year
Ohio,2022,Sub_County,3908761910,"Perry township, Lawrence County, Ohio",2219,531,608,1080,5-Year
Ohio,2022,Sub_County,3908768280,"Rome township, Lawrence County, Ohio",3402,443,830,2129,5-Year
Ohio,2022,Sub_County,3908776031,"Symmes township, Lawrence County, Ohio",102,15,46,41,5-Year
Ohio,2022,Sub_County,3908778372,"Union township, Lawrence County, Ohio",3564,439,1036,2089,5-Year
Ohio,2022,Sub_County,3908778974,"Upper township, Lawrence County, Ohio",5698,1390,1752,2556,5-Year
Ohio,2022,Sub_County,3908781396,"Washington township, Lawrence County, Ohio",144,20,77,47,5-Year
Ohio,2022,Sub_County,3908786002,"Windsor township, Lawrence County, Ohio",519,111,182,226,5-Year
Ohio,2022,Sub_County,3908905494,"Bennington township, Licking County, Ohio",515,0,154,361,5-Year
Ohio,2022,Sub_County,3908907944,"Bowling Green township, Licking County, Ohio",785,53,115,617,5-Year
Ohio,2022,Sub_County,3908910366,"Burlington township, Licking County, Ohio",491,36,149,306,5-Year
Ohio,2022,Sub_County,3908924332,"Eden township, Licking County, Ohio",441,0,44,397,5-Year
Ohio,2022,Sub_County,3908925690,"Etna township, Licking County, Ohio",6994,563,1291,5140,5-Year
Ohio,2022,Sub_County,3908926530,"Fallsbury township, Licking County, Ohio",339,15,74,250,5-Year
Ohio,2022,Sub_County,3908928336,"Franklin township, Licking County, Ohio",684,95,139,450,5-Year
Ohio,2022,Sub_County,3908931416,"Granville township, Licking County, Ohio",3240,204,518,2518,5-Year
Ohio,2022,Sub_County,3908933299,"Hanover township, Licking County, Ohio",1047,48,194,805,5-Year
Ohio,2022,Sub_County,3908933894,"Harrison township, Licking County, Ohio",2779,70,396,2313,5-Year
Ohio,2022,Sub_County,3908934188,"Hartford township, Licking County, Ohio",627,34,115,478,5-Year
Ohio,2022,Sub_County,3908934748,"Heath city, Licking County, Ohio",4085,431,1170,2484,5-Year
Ohio,2022,Sub_County,3908936316,"Hopewell township, Licking County, Ohio",366,0,82,284,5-Year
Ohio,2022,Sub_County,3908939102,"Jersey township, Licking County, Ohio",1033,51,148,834,5-Year
Ohio,2022,Sub_County,3908943232,"Liberty township, Licking County, Ohio",886,0,99,787,5-Year
Ohio,2022,Sub_County,3908943456,"Licking township, Licking County, Ohio",1772,84,295,1393,5-Year
Ohio,2022,Sub_County,3908946116,"McKean township, Licking County, Ohio",554,98,116,340,5-Year
Ohio,2022,Sub_County,3908946508,"Madison township, Licking County, Ohio",1275,160,295,820,5-Year
Ohio,2022,Sub_County,3908948132,"Mary Ann township, Licking County, Ohio",839,127,284,428,5-Year
Ohio,2022,Sub_County,3908951450,"Monroe township, Licking County, Ohio",3138,257,626,2255,5-Year
Ohio,2022,Sub_County,3908954040,"Newark city, Licking County, Ohio",20206,3553,6521,10132,5-Year
Ohio,2022,Sub_County,3908954054,"Newark township, Licking County, Ohio",724,11,182,531,5-Year
Ohio,2022,Sub_County,3908955580,"Newton township, Licking County, Ohio",1176,79,335,762,5-Year
Ohio,2022,Sub_County,3908961112,"Pataskala city, Licking County, Ohio",6638,469,1398,4771,5-Year
Ohio,2022,Sub_County,3908961924,"Perry township, Licking County, Ohio",618,20,124,474,5-Year
